,SAN,BTO_1,BKIA_0,BKIA,NTGY,TRE,ACX_0,ACX,FER,ACS,ELE_0,ELE,SAB,CRI,OHL,IBR,EBRO_0,EBRO_1,AMS,AENA,ITX,MTS,IAG,VIS_0,VIS,IBLA,BBVA,MAP,BME,CIE,MAS,IBE,ABG,ENG,SCYR_1,REP,ABE,ABG.P_0,ABG.P_1,ANA_0,ANA,EVA,GRF,CLNX,MRL,BKT,POP,ENC,IDR,SGRE_0,SGRE,MEL,TL5,REE,COL,JAZ,TEF,FCC,CABK,DIA,ALM,REE_0,CIN,LOR,UNF,ZEL,NHH_0,NHH_1,MAP_0,ALT,BTO_0,FAD,DRC,PRS_1,SCYR_0,TEM,CAR,AGS,COL_0,A3TV,SGC,PHM,SLR,FDR,ROVI
2019-05-10,3.6918869775000003,,,2.0720030609,22.328198416,23.98,,7.3756060707,18.421505452,30.568790059,,18.046962872,0.9597563115000001,,,,,,65.24068618,163.85,23.401960561,16.096007241,3.3868473952,,45.155518026,,4.3767979994,2.0291129439,,23.462231285,,6.806760932,,20.097423607,,10.839977086,,,,,89.647067824,,22.246441468,23.271717787,11.122894181,6.0336569677,,4.4349825359,10.0,,14.920213879,8.0456916119,6.918,15.879154958,9.0445543946,,5.4241255032,,2.4914786494,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-13,3.6408284895,,,2.0417678231,22.5433063,23.42,,7.252736187,18.25101904,30.098001471,,18.144207395,0.9477766360000001,,,,,,64.493280067,163.7,23.178996267,15.298350077,3.4056371171,,45.137034391,,4.2944852369,1.9950362379,,22.510565117,,6.8663797091,,20.097423607,,10.783064359,,,,,87.496270382,,22.169230391,23.094685355,11.058811663,5.9802932563,,4.1015697029,9.425,,14.321809579,7.9086603679,6.816,16.236225903,9.0445543946,,5.3607791664,,2.4778739244,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-14,3.676211126,,,2.0488819967,22.577723561,24.24,,7.5855087887,18.479050507,30.122352604,,18.014548029,0.9574525277,,,,,,66.951852806,165.55,23.336929309,15.242791867,3.4338217002,,45.358838,,4.3811075683,2.0283384734,,22.839988022,,6.9106679433,,19.716730501,,10.94241999,,,,,89.784352766,,22.120973468,22.837183636,11.013038436,5.941159868,,4.0246282799,9.605,,14.536237787,8.0261157199,6.968,16.177414219,9.0445543946,,5.4271783388,,2.4651761811,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-15,3.6788984147,,,2.0488819967,22.7670185,23.8,,7.5872153148,18.579183293,30.146703738,,18.306281602,0.9583740412,,,,,,67.600916009,167.0,23.504152528,15.193186322,3.4209037663,,45.654576146,,4.3880028783,2.0399555322,,23.004699473,,6.9771002947,,19.922939265,,11.003126897,,,,,89.097928052,,22.507028851,23.271717787,11.031347727,5.9625053525,,3.9654425699,9.58,,14.611038324,7.9967518819,7.004,16.244627572,9.1377972234,,5.4569434851,,2.470618071,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-16,3.7545903835,,,2.0897884949,23.188629953,24.58,,7.6605959397,19.198185971,30.32527872,,18.403526125,0.9795688517000001,,,,,,69.076059651,168.1,23.894340041,15.07016457,3.3762781765,,46.116666996,,4.4750561665,2.0848748264,,22.82168675,,6.9958376246,,20.263976841,,11.143511621,,,,,86.489514133,,22.960643928,23.843049723,11.058811663,6.0229842254,,4.0522482779,9.65,,14.700798969000001,8.0603735309,6.93,16.358050107,9.2683371837,,5.50807848,,2.5458975497000003,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-17,3.7254780878,,,2.0639996156000002,23.145608377,24.6,,7.55820437,19.389348562,30.585024148,,18.468355808,0.9832549057000001,,,,,,69.646448527,166.75,23.587764138,14.510614023,3.4032884019000003,,46.079699729,,4.4405796167,2.0740322383,,22.638674024,,6.966879933,,20.327425693,,11.223189435,,,,,86.855607314,,23.25983685,23.979847513,11.013038436,6.0016387409,,4.0246282799,9.825,,14.616025027,8.1484650449,6.906,16.517681825,9.2310400523,,5.4767869159,,2.5295718796,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-20,3.6663577336,,,2.0462141816,23.137004061,24.34,,7.4114431202,19.280112795,30.633726417,,18.484563229,0.9685106897,,,,,,68.623682268,165.0,23.178996267,14.286396959,3.3586628121,,45.525190708,,4.3733503445,2.0484747088,,22.272648574,,6.9617697522,,20.145010245,,11.291484706,,,,,87.587793678,,22.796570389,24.172973801,10.939801273,5.9731780949,,3.9180940019,9.31,,14.197142017000001,7.9820699629,6.842,16.479874313,9.207729345,,5.4775501249000005,,2.5123392278,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-21,3.6703886668,,,2.0613318005,23.059565222,24.1,,7.4882367974,19.544099231,31.031461602,,18.452148388,0.9689714465,,,,,,68.564676522,167.75,23.383380203,14.822136845,3.3058167189,,45.377321634,,4.4104126356,2.0616407086,,22.162840941,,6.9498459967,,20.184665778,,11.428075247,,,,,88.411503336,,22.844827312,24.060316799,10.994729146000001,5.9820720467,,3.8095868669,9.46,,14.556184597,8.0261157199,6.7,16.555489336,9.2636750422,,5.4966303468,,2.5440835864,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-22,3.6291835713,,,2.0186467589,23.033752278,23.94,,7.38925828,19.534996251,31.047695692,,18.598015173,0.9427083116,,,,,,70.039820165,168.0,23.494862349,14.536408906,3.1496271545,,45.543674341,,4.3319784847000005,2.0569938851,,22.034732033,,7.0690835507,,20.248114629,,11.352191613,,,,,88.228456746,,22.854478697,24.285630801,11.013038436,5.8451051875,,3.9831982829,9.735,,14.735705887,7.9820699629,6.74,16.656309367,9.2030672037,,5.5164737777,,2.5214090445,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-23,3.5884263573,,,1.9839651626,22.810040077,22.72,,7.2066599807,19.471275387,30.179171916,,18.290074181,0.9381007441,,,,,,68.899042414,165.75,23.030353406,13.889552599,3.1801604528,,44.952198051,,4.2867280131,2.0190448263,,21.540597676,,7.0384224653,,19.843628202,,10.953802536,,,,,86.855607314,,22.516680236,24.333912374,10.829945527,5.8290960742,,3.8155054379,9.595,,14.057514347,7.8695085839,6.52,16.56809184,9.0958379504,,5.482892587,,2.5096182829,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-24,3.6009670385,,,1.9999720532,22.97352207,23.0,,7.3960843847,19.67154096,30.260342363,,18.598015173,0.9367184739000001,,,,,,68.800699505,167.1,23.16041591,14.040353456,3.1120477104,,44.785845344,,4.3302546572,2.055444944,,21.449091315,,7.1968380726,,20.303632374,,11.014509443,,,,,87.816601916,,22.487726083,24.277583872,11.058811663,5.8344324451,,3.8293154369,9.56,,14.291889364,7.9673880439,6.446,16.555489336,9.2450264765,,5.4981567646,,2.5059903562,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-27,3.6152992456,,,2.012421857,23.00793933,22.92,,7.4575193265,19.817188647000002,30.649960506,,18.646637434,0.9381007441,,,,,,68.741693759,167.2,23.281188236,14.109801219,3.1273143596,,44.76736171,,4.3405976223,2.0717088265,,21.375886226,,7.2360161261,,20.406736757,,11.097981439,,,,,88.73183487,,22.748313466,24.36610009,11.031347727,5.8593355105,,3.9102025739,9.475,,14.341756389,8.1142072339,6.462,16.74032606,9.1564457891,,5.5279219107,,2.5232230079,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-28,3.5978318683,,,2.0319858344,22.371219993,22.64,,7.3551277567,19.808085667,30.877237755,,18.549392910999998,0.9344146901,,,,,,67.836938991,167.6,23.355509667,13.972889915,3.0674221207,,43.89863091,,4.3500786733,2.0647385912,,21.41248877,,7.2189821897,,20.216390203,,11.143511621,,,,,87.72507862,,22.767616236,24.036176013,10.921491982,5.8913537373,,3.8865282899,9.56,,14.471410654,8.1239951799,6.44,16.4420668,9.175094355,,5.5347907907,,2.5622232198,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-29,3.5830517797,,,2.0008613249,22.138903479,22.4,,7.1554641959,19.389348562,30.106118515,,18.200933369,0.9270425821,,,,,,66.342126767,165.15,23.104674837,13.441118473,3.0627246901,,43.307154619,,4.3065520293,2.0236916498,,20.826848052,,7.1883211045,,19.439141777,,10.9196549,,,,,87.450508735,,22.246441468,23.818908938,10.930646628,5.8362112355,,3.7267268729,9.5,,14.077461157,7.9918579089,6.412,16.017782502,9.249688618,,5.4874718403,,2.5268509346,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-30,3.6278399269,,,2.0462141816,22.087277586,22.5,,7.2851601841,19.453069426,30.317161675,,18.209037078,0.9399437711,,,,,,67.797601828,167.3,23.188286447,13.433181585,3.0662477631,,43.565925495,,4.3742122582,2.055444944,,20.735341689,,7.1695837746,,19.470866201,,11.063833804,,,,,87.175938849,,22.458771929,24.969619742,10.912337336,5.8860173662,,3.7563197279000002,9.67,,14.207115422,8.1288891529,6.546,16.106000029,9.2217157694,,5.507315271,,2.5649441648,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-31,3.5400551582,,,2.0133111287,21.966817169,22.48,,7.2220187161,19.471275387,29.951894668,,18.079377713,0.9152472093,,,,,,67.227212952,164.9,22.34288017,13.175232751,2.9957863054000002,,42.974449205,,4.1953651561,2.0353087087,,19.820278066,,7.0810073061,,19.43121067,,10.972773444,,,,,87.72507862,,22.178881776,25.307590748,10.903182691,5.7615020396,,3.6991068749,9.43,,13.912899974,7.9918579089,6.44,15.988376659,9.2403643351,,5.4783133336,,2.5014554479,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-03,3.5293060030000003,,,1.9652904569,22.147507792,22.4,,7.2290991472,19.261906834,29.846373087,,18.160414816,0.9152472093,,,,,,67.030527133,166.95,22.695906968,13.22880674,2.9699504377,,42.142685672,,4.1906246304,2.0198192969,,20.113098426,,7.176397349,,19.455003989,,10.991744353,,,,,89.601306176,,22.603542698,25.114464459,10.857409464,5.6725625207,,3.6241383089,9.3,,14.197142017000001,7.8695085839,6.286,16.076594188,9.2310400523,,5.4912878846,,2.457013346,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-04,3.6202259418000002,,,2.0017505966,22.009838748,22.94,,7.4307920749,18.943302515,30.23599123,,18.079377713,0.9325716631000001,,,,,,66.873178478,166.5,23.067514121,13.760578182,3.0768169816,,42.642926503,,4.3181878648,2.0577683559,,20.735341689,,7.2019482535,,19.193277477,,11.101775622,,,,,90.470777482,,22.053413777,24.398287804,10.765863009,5.7579444589,,3.7484282999,9.36,,14.266955852,8.0114338009,6.368,15.7993391,9.1144865162,,5.5843993678,,2.550432458,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-05,3.5933530535,,,2.0115325853,22.156112107,23.02,,7.2980993593,19.098053185,30.357746898,,18.444044678,0.9181960526,,,,,,67.443567353,169.75,23.123255195,13.379607597,3.113222068,,42.340896036,,4.2923304524,2.042278944,,20.808546779,,7.3279993818,,19.558108372,,11.029686169,,,,,92.072435152,,22.053413777,25.042042099,10.866564109,5.7810687339,,3.6044097389000003,9.51,,14.242022339,8.0554795579,6.394,16.118602533,9.2310400523,,5.6431664516,,2.4606412727,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-06,3.5566267728,,,1.9261625021,22.310989785,23.32,,7.338791792,19.252803854,30.187288961,,18.760089378,0.8723046802000001,,,,,,68.249979211,170.65,23.151125732,13.191106526,3.1050015648000002,,42.397526748,,4.2617325146,2.038406591,,20.680437871,,7.4761946274,,19.811903775,,11.071422168,,,,,93.353761287,,23.172974388,25.058135958,10.930646628,5.6209775997,,3.6004640249,9.49,,14.261969149,8.1337831259,6.36,16.3328451,9.2310400523,,5.6462192871,,2.4107572807,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-07,3.551252195,,,1.9359444908,22.285176839000002,23.58,,7.3440995007,19.726158842,30.276576452,,19.108548924,0.8665912965,,,,,,70.216837402,172.5,23.299768592,13.37167071,3.0826887697,,42.58629579,,4.243201369,2.0647385912,,20.771944234,,7.5545507343,,20.168803564,,11.124540712,,,,,93.445284582,,23.556621087,25.468529321,11.122894181,5.6512170359,,3.6852968758999998,9.735,,14.396610117,8.1582529909,6.912,16.526083494,9.324282881,,5.7011703264,,2.3726640506,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-10,3.6166428901,,,1.9884115211000002,22.259363893,24.18,,7.5794079163,19.817188647000002,30.958408201,,18.914059876,0.8831785395,,,,,,70.177500238,172.7,23.624924854,13.976858359,3.0826887697,,42.850572448,,4.368178862,2.0686109441,,21.48569386,,7.5102624999,,19.82776599,,11.101775622,,,,,91.980911855,,23.19734863,25.363919248,11.122894181,5.7348201839,,3.7425097289,9.8,,14.491357464,8.3246480729,6.542,16.232025068,9.3895528612,,5.6927750287,,2.4279899325,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-11,3.5902178833000002,,,1.9715153588,21.941004224,24.44,,7.7722546631,19.935527395,31.120749094,,18.938371007,0.8750692207,,,,,,70.118494492,173.5,23.485572171,14.875710834,3.0803400545,,42.963833874,,4.3095687273,2.0794535322,,21.577200222,,7.4932285637,,19.780179352,,11.132129075,,,,,92.896144809,,23.789662681,25.460482391,11.159512763,5.7205898608,,3.8076140099,10.1,,14.576131407,8.4078456139,6.54,16.169012549,9.3522557297,,5.7446732326,,2.385361794,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-12,3.5584182987,,,1.9483942946,22.07867327,23.3,,7.6643312544,19.953733355,30.601258237,,19.124756344,0.8595877939000001,,,,,,68.190973466,174.9,23.24402752,14.484819139,3.0310170343,,42.982710777,,4.2565610320000005,2.0662875322,,21.87002058,,7.5715846705,,19.867421521,,10.904478174,,,,,93.628331173,,23.644011684,26.047908185,11.159512763,5.6031896958,,3.6813511619,9.89,,14.635971837,8.2854962889,6.596,16.38745595,9.3802285783,,5.7935186007,,2.3454546005,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-13,3.5655844022,,,1.9306088606,21.923795593,23.32,,7.7227160493,20.072072103,30.731130951,,19.351660233,0.8588505830000001,,,,,,68.525339358,174.5,23.32763913,14.798326184,3.0909092731,,42.775064832,,4.2358751022,2.0616407086,,22.016430761,,7.5801016387,,19.875352629,,10.923449082,,,,,94.9096573,,23.508070755,25.927204256,11.241904571,5.5569411459,,3.8569354349,10.01,,14.890293664,8.3833757489,6.838,16.358050107,9.4641471242,,5.7156712951,,2.3463615821,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-14,3.5422945656,,,1.9083770681,21.889378332,23.32,,7.5864848612,20.153998928,30.252225318,,19.27872684,0.8476081184,,,,,,66.971521388,173.2,23.225447161,14.478866474,3.0427606105,,42.548541982,,4.2048462073,2.042278944,,21.613802765,,7.6295000539,,19.835697095,,10.851359631,,,,,95.550320367,,23.508070755,25.806500325000002,11.20528599,5.473337998,,3.6912154469000003,9.635,,14.785572912,8.2610264239,6.78,16.278234251,9.48279569,,5.6813268954,,2.3372917654,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-17,3.5472212619,,,1.9092663398,21.631248869,23.48,,7.5705617354,20.117587006,30.455151434,,19.04371924,0.8516627777,,,,,,66.165109529,172.95,23.113965015,14.282428516,2.9558581461,,42.473034365,,4.1945032424,2.0469257676,,21.796815492,,7.5801016387,,19.312244073,,11.123100884,,,,,93.079191401,,23.595461352,26.015720472,11.168667408,5.473337998,,3.7227811589,8.955,,14.895280367,8.2708143699,6.83,16.127004202,9.436174275599999,,5.6355343627,,2.327314967,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-18,3.5942488164,,,1.8719169284000001,21.906586961,23.74,,7.8023316787,20.390676422,30.982759334,,19.359763942,0.8581133723000001,,,,,,67.797601828,177.6,23.188286447,15.129691224,3.0110529545,,42.567418886,,4.2251011803,2.07635565,,22.053033306,,7.7231867033,,19.930870372,,11.322965916,,,,,93.811377763,,24.129515005000002,26.554864695,11.232749925,5.3577166235,,3.6616225919,8.88,,15.224402732,8.1484650449,6.698,16.488275982,9.48279569,,5.7751700228,,2.2964775903,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-19,3.6367975563,,,1.8852560039,21.622644555,23.6,,7.7315622304,20.390676422,30.990876379,,19.108548924,0.8756221288,,,,,,67.345224444,178.05,23.225447161,15.193186322,2.9347197089,,42.284265324,,4.3181878648,2.1127557676,,22.290949846,,7.5886186069,,19.534315054,,11.172047422,,,,,93.353761287,,24.051834474,26.8928357,11.132048826,5.3719469463,,3.6004640249,8.87,,15.164562302,8.0946313419,6.73,16.358050107,9.5294171036,,5.772032196,,2.2955706085,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-20,3.5955924608,,,1.8212284415000002,21.682874762,23.64,,7.779331608,20.463500267,31.283089986,,19.116652633,0.8359970482,,,,,,68.505670776,176.5,23.16041591,15.195170544,3.0051811664,,42.94495697,,4.2569919889,2.0949429441,,22.67527657,,7.5835084259,,19.462935095,,11.31480816,,,,,93.994424354,,24.080964673,26.756037911,11.20528599,5.2474316199,,3.5590340279,8.84,,15.463764452,7.9967518819,6.768,16.278234251,9.5480656693,,5.7445762125,,2.244779635,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-21,3.5834996612000003,,,1.8185606264,21.794730861,23.44,,7.7934854976,20.254131714,30.877237755,,19.26251942,0.8310208754,,,,,,68.426996449,175.1,23.662085568,15.095959454,3.0263196037,,43.17147982,,4.2384608434,2.1005427436,,22.839988022,,7.6226864792,,20.057768076,,11.482042167,,,,,91.797865265,,23.993574075,27.303229064,11.315141735,5.2919013794,,3.7819668689,8.79,,15.284243162,7.9967518819,6.624,16.673112706,9.5294171036,,5.6982932688,,2.2348028366,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-24,3.568271691,,,1.7865468452000002,21.846356754,22.76,,7.6979467424,20.472603246,30.6602917,,19.213897157,0.8258603997,,,,,,67.20754437,177.35,23.680665927,14.841979063,2.9617299343,,43.49238719,,4.2380298864,2.1085387190000002,,22.968096928,19.86,7.6175762983,,19.756386031,,11.347439185,,,,,90.836870663,,24.06154454,27.50440228,11.30598709,5.3392143426,,3.6635954488999998,8.68,,15.543551692,8.0750554499,6.562,16.425263462,9.5107685387,,5.6935865288,,2.2175701849,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-25,3.5817081353,,,1.7883253886000001,21.639853185,,,7.6891005613,20.645559878,30.483015785,,19.140963765,0.8230958592000001,,,,,,66.853509896,177.3,23.448411455,14.881663499,2.8889197614,,43.662279328,,4.2044152504,2.1069395239,,22.785084204,19.42,7.5681778832,,19.597763904,,11.233230595,,,,,91.70634197,,24.178065337,27.126196633,11.251059216,5.2726540558,,3.6616225919,8.9,,15.463764452,8.0163277739,6.508,16.589096014,9.5294171036,,5.7092756622,,2.2112213132,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-26,3.6282878084,,,1.816782083,21.510788455,,,7.8288702217,20.399779403,29.326501478,,19.04371924,0.8293621510000001,,,,,,67.128870043,172.65,23.689956105,15.584078017,2.9429402123,,43.039341489,,4.2186368272,2.0957451583,,23.13280838,19.22,7.5119658936,,19.367761819000002,,11.335202551,,,,,91.431772084,,23.624591552,26.635333981,11.049657018,5.2960401026,,3.7129168739000002,8.78,,15.139628789,8.0310096929,6.406,16.51348099,9.249688618,,5.724180339,,2.2302679283,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-27,3.6152992456,,,1.8230069849000001,21.226846047,,,7.8925627253,20.235925753,29.326501478,,18.986993268,0.8293621510000001,,,,,,67.561578845,172.05,24.442460593,15.625746674,2.9816940139,,43.284741243,,4.225963094,2.0653604517,,23.242616015,19.24,7.4744912337,,19.066379776,,11.184284056,,,,,90.124963874,,24.479077396,26.160565188,10.903182691,5.384187509,,3.8174782949,8.78,,14.645945242,8.0310096929,6.4,16.278481969,9.0450935317,,5.6590704353,,2.2565703967,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28,3.6551606967,,,1.8479065925,20.84825617,,,7.8111778597,20.490809209,29.638844758,,18.909219411,0.8394987995000001,,,,,,68.505670776,174.3,24.572523098,15.629715118,3.1214425715,,43.473510285,,4.2380298864,2.0557652812,,23.297519833,19.6,7.4659742657,,18.614306711,,11.24546723,,,,,89.555753576,,25.246172641,26.184705975,11.168667408,5.4489488692,,3.9141482879,8.89,,14.581118109,8.2218746399,6.394,15.964679906,9.3210616668,,5.6645616319,,2.2837798468,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-01,3.6896475701,,,1.8728062000999999,20.874069115,,,7.9969476616,20.600044975,30.111580533,,19.043030781,0.8523999885,,,,,,70.256174566,174.6,24.572523098,15.822184632999999,3.0944323461,,43.926555985,,4.2867280131,2.0861499879,,23.269732794,19.76,7.4438301485,,18.777739556,,11.498357679,,,,,90.694174172,,25.401533703,26.353691476,11.20528599,5.5982597821999995,,4.0542211349,8.96,,14.670878754,8.3197540999,6.452,15.986471715,9.3971908075,,5.7053533789,,2.3046404252,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-02,3.6797941777,,,1.8265640717,21.2010331,,,7.6820236165,20.709280742,30.255089608,,19.427738475,0.8376557725,,,,,,69.961145837,176.25,24.646844529,15.472961596,3.1120477104,,43.832171465,,4.2492347651,2.1141359018,,22.95477622,19.64,7.5681778832,,19.264722691,,11.371912455,,,,,91.974897343,,25.527764566,26.249081406,11.30598709,5.5478898356,,3.8746911479,8.97,,14.790559614,8.2267686129,6.35,16.247973434,9.4590457343,,5.7328093624,,2.2547564333,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-03,3.7442891097,,,1.8861452756000001,21.416140984,,,7.6403745574,21.018782079,31.023285242,,19.62009232,0.8566389507000001,,,,,,70.098825911,177.15,24.962710611,15.338034513,3.1919040291,,44.228586452,,4.3328403984,2.1285286576,,22.769507647,20.5,7.6669747136,,19.405039865,,11.237309474,,,,,92.923581173,,25.974427621,26.683615555,11.44330677,5.6504286556,,3.8529897209,9.07,,15.059841549,8.4274215059,6.5,16.474608256,9.6493685862,,5.7422228425,,2.3128032603,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-04,3.7778802202,,,1.8941487209,20.693378492,,,7.6150213354,20.936855255,30.879776168,,19.486280949,0.8745163126000001,,,,,,70.216837402,177.55,25.157804366,15.474945818,3.3119072126,,44.247463356,,4.3845552233,2.1453202059,,22.250755642,21.15,7.7828487242,,18.571390769,,11.233230595,,,,,92.117199918,,26.314279945,26.957211129,11.516543935,5.7385760622,,3.9753068549,9.065,,15.000001119,8.4469973979,6.564,16.195673091,9.6208201584,,5.8269441631,,2.3871757573,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-05,3.780567509,,,1.9119341549,19.996428946,,,7.4393597254,20.618250936,30.516782626,,19.193568575,0.8782023666000001,,,,,,69.548105617,173.35,25.269286512,15.103896341,3.3067181688,,43.983186698,,4.3767979994,2.1429214133,,21.972852782,21.3,7.6919359242,,17.234250633,,11.208757325,,,,,91.690292194,,27.023114792,26.554864695,11.42499748,5.7511685488,,3.9121754309,8.93,,14.795546317,8.415,6.47,15.585502415,9.5256587325,,5.8002726363,,2.3744780139,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-08,3.748320043,,,1.8639134831000002,19.437148447,,,7.479200503,20.754795644,31.073935504,,19.118299678,0.8522156859000001,,,,,,70.256174566,173.5,25.259996334,15.262634085,3.2483414259,,43.888802177,,4.2966400212,2.1397230232,,21.435573919,21.25,7.6580664497,,16.404728513,,11.220993961,,,,,91.310818662,,27.100795323,26.586688962,11.470770707,5.6738147023,,3.8569354349,8.835,,14.760639399,8.305,6.338,15.424243022,9.535174875100001,,5.7939969828999995,,2.3118962787,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-09,3.7111458808,,,1.8372353321000001,19.643652017,,,7.2166135604,20.572736033,31.29341997,,19.201931786,0.8525842912,,,,,,70.885569187,173.8,25.259996334,14.429260929,3.1977482487,,44.171955739,,4.2673349539,2.1437210109000002,,20.916821915,21.0,7.6598490536,,16.128221139,,11.172047422,,,,,91.737726386,,27.159055722,27.271497617,11.534853224999999,5.6738147023,,3.7444825859,8.695,,14.860373449,8.13,6.226,15.472185003,9.6113040158,,5.8457711232000005,,2.3001055169,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-10,3.7353314803,,,1.8576885812000001,19.497378655,,,7.2437777269,20.709280742,31.24276971,,19.168478942,0.8669599019,,,,,,70.334686475,173.1,24.916259716,14.528472019,3.217207163,,44.077571219,,4.2613015576,2.1349254379,,20.564811625,21.15,7.6776750928,,15.917745377,,11.249546108,,,,,92.544107641,,26.955144328,27.037857016,11.379224253,5.6846082622,,3.8036682959,8.78,,14.810506424,8.06,6.142,15.289133801,9.4923522334,,5.8018415496,,2.3227800586000003,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-11,3.7662353019,,,1.8763632869,19.376918239,,,7.1314991721,20.936855255,32.238891521,,19.034667571,0.8706459559,,,,,,71.108904023,171.95,25.037032041,14.308223399,3.2496386868,,44.058694315,,4.2492347651,2.1501177912,,20.52775791,20.8,7.6580664497,,15.909491427,,11.294413769,,,,,92.781278599,,26.760943,26.747820411,11.379224253,5.7295814288999996,,3.7898582969,8.8,,14.810506424,8.04,6.048,15.33271742,9.4875941621,,5.8363576432,,2.316431187,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-12,3.7514552133,,,1.8985950794000002,19.480170024,,,7.1767727828,21.009679099,32.466817699,,18.867403357,0.8647482695,,,,,,71.188310951,173.2,25.473670447,14.645541105,3.2937455592,,44.360724782,,4.2212225685,2.1429214133,,20.935348772,21.05,7.6206317673,,15.814570983,,11.38007021,,,,,93.065883748,,26.673552401,26.498066665,11.342605671,5.8087342023,,3.9240125729,8.74,,14.945147392,8.135,6.116,15.306567248,9.4590457343,,5.7994881796,,2.3227800586000003,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-15,3.7308526656,,,1.8852560039,19.678069278,,,7.1822056161,21.255459574,32.888903211,,18.900856201,0.8656697830000001,,,,,,71.902973303,175.0,25.631603488,14.891584608,3.2820702106,,44.75713977,,4.2453561534,2.1589133642,,21.268832204,20.9,7.6331099948,,16.25203041,,11.355596942,,,,,93.682528238,,26.964854394,26.651141542,11.44330677,5.7889460089,,4.0108182809,8.685,,14.960107499,8.165,6.01,15.363225955,9.5066264473,,5.789290243,,2.3218730770000002,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-16,3.780567509,,,1.9003736228,19.385522555,,,7.2926732265,21.546754951,33.133712809,,18.850676935,0.8846529611,,,,,,73.054373759,175.55,25.631603488,15.463040487,3.353419563,,44.587247632,,4.2845732287,2.1629113519,,21.657896207,20.95,7.6348925987000005,,15.781555178,,11.241388352,,,,,94.583777876,,27.644559042,26.498066665,11.370069607,5.9004794622,,4.0640854199,8.72,,15.124668682,8.16,5.998,15.210683285,9.3210616668,,5.8198840531,,2.3581523438,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-17,3.690543333,,,1.8487958642,19.61783907,,,7.0898474501,21.865359272,32.205124679,,19.076483624,0.843553459,,,,,,72.994818563,175.6,25.167094545,14.968969259,3.327474344,,44.26634026,,4.2276869216,2.1773041076,,21.250305346,20.7,7.6420230144,,16.260284362,,11.008892293,,,,,93.967133387,,27.780499972,26.377218078,11.470770707,5.8249245421,,3.9397954289,8.5,,15.044881442,8.05,5.994,15.476543365,9.3734004511,,5.7359471891,,2.2728960668,,,,,,,,,,,,,,,,,,,,,,,,,,
