,SAN,BTO_1,BKIA_0,BKIA,NTGY,TRE,ACX_0,ACX,FER,ACS,ELE_0,ELE,SAB,CRI,OHL,IBR,EBRO_0,EBRO_1,AMS,AENA,ITX,MTS,IAG,VIS_0,VIS,IBLA,BBVA,MAP,BME,CIE,MAS,IBE,ABG,ENG,SCYR_1,REP,ABE,ABG.P_0,ABG.P_1,ANA_0,ANA,EVA,GRF,CLNX,MRL,BKT,POP,ENC,IDR,SGRE_0,SGRE,MEL,TL5,REE,COL,JAZ,TEF,FCC,CABK,DIA,ALM,REE_0,CIN,LOR,UNF,ZEL,NHH_0,NHH_1,MAP_0,ALT,BTO_0,FAD,DRC,PRS_1,SCYR_0,TEM,CAR,AGS,COL_0,A3TV,SGC,PHM,SLR,FDR,ROVI
2006-05-12,4.0366550961,,,,9.075128511,,7.9124106378,,4.8265516948,14.67533244,4.6535613419,,3.2326060766999998,,,,,,,,4.4515858669,,,,,1.8399999999999999,7.053744364,,,,,2.8882313383,,7.0421051379,15.449957391,7.3841046001,6.5977646853,,,85.283677264,,,,,,4.0192874892,19.15,,10.82,13.551917777,,,10.02626398,3.3327296553,,,4.4603324473,29.655596373,,,,,8.94,32.75,9.1,,,10.25950765,,36.23,,,,104.3762396,,10.25,,,,13.36,26.16,,,,
2006-05-15,3.9741923482,,,,9.0902034758,,7.7731382834,,4.7778805853,14.266030571,4.6228953694,,3.1662962083,,,,,,,,4.4343650316,,,,,1.83,6.9553552258,,,,,2.8277448181000002,,6.9594189718,14.775038199,7.3653473492,6.5158613995,,,82.749633576,,,,,,3.9062954712,19.11,,10.63,12.915250498,,,9.8644126509,3.3029518707,,,4.4736667744,28.656281425,,,,,8.84,31.71,8.92,,,10.013657697,,36.27,,,,105.16339073,,10.24,,,,13.34,26.11,,,,
2006-05-16,4.0288472527,,,,9.1128159214,,7.642570451,,4.8265516948,14.139519083,4.6688943282,,3.1580074749,,,,,,,,4.4515858669,,,,,1.83,6.9477868305,,,,,2.8655488932,,6.9663094855,14.612407067,7.3403376809,6.5067610345,,,81.709801854,,,,,,3.898224613,19.11,,10.72,12.882176873,,,9.9581160529,3.2862763115,,,4.5003354287,28.461970185,,,,,8.94,31.35,9.04,,,10.032569232,,36.29,,,,105.16339073,,10.37,,,,12.97,25.73,,,,
2006-05-17,3.8570746954,,,,8.8565415292,,7.4336619194,,4.7697687335,13.700449809,4.5922293967000005,,3.0585426725,,,,,,,,4.2535462634,,,,,1.76,6.7358717639,,,,,2.7672582978999998,,6.7182509875,14.00254033,7.0402216593,6.3429544629,,,78.46797355,,,,,,3.7690908781,18.38,,10.49,12.791224405,,,9.8388571774,3.2350585221,,,4.3869936476,26.685410277,,,,,8.81,30.93,8.67,,,9.8907327212,,35.42,,,,101.85735599,,10.0,,,,12.65,24.7,,,,
2006-05-18,3.8570746954,,,,8.8263916005,,7.4945935745,,4.6886502177,13.700449809,4.5922293967000005,,3.0585426725,,,,,,,,4.2879879335,,,,,1.77,6.7055981827,,,,,2.7445758529,,6.6080027661,14.238355469,7.0589789112,6.3975566534,,,77.157261296,,,,,,3.7690908781,18.34,,10.49,12.510098593,,,9.6344133916,3.1993251803,,,4.3869936476,26.925986098,,,,,8.68,29.93,8.6,,,9.8623654186,,35.56,,,,100.28305373,,10.04,,,,12.5,23.63,,,,
2006-05-19,3.8883060694,,,,8.7887041896,,7.6164568846,,4.6156435534,13.730217217,4.5922293967000005,,3.0751201395,,,,,,,,4.3138191864,,,,,1.77,6.7358717639,,,,,2.7370150379,,6.7458130428,14.181434573,6.9839499066,6.4248577488,,,77.358237175,,,,,,3.7852325949,18.34,,10.5,12.427414533,,,9.6003394283,3.2398229672,,,4.3736593204,27.129550254,,,,,8.53,33.19,8.54,,,10.164949976,,35.7,,,,101.38506531,,10.03,,,,12.45,24.75,,,,
2006-05-22,3.7711884167000003,,,,8.5927296553,,7.3379121757,,4.3722880057,12.829753105,4.5078979721,,2.9839440708,,,,,,,,4.1760525056,,,,,1.7000000000000002,6.5996406494,,,,,2.6916501478,,6.5942217386,13.539041607,6.9276781523,6.2064489868,,,72.901815514,,,,,,3.5753902762000003,17.9,,10.09,11.840357691,,,9.1318224205,3.1504896136,,,4.2803190302,25.306725766,,,,,8.09,30.91,8.43,,,9.6732500708,,34.89,,,,99.495902611,,9.83,,,,12.18,23.47,,,,
2006-05-23,3.8258433212,,,,8.7585542617,,7.4945935745,,4.4939657797,13.134869044,4.5768964105,,3.0088102714,,,,,,,,4.2363254282,,,,,1.7000000000000002,6.6223458353,,,,,2.7370150379,,6.7664845845,14.067592783,7.2340465901,6.3793559234,,,76.895118845,,,,,,3.7690908781,18.17,,10.35,12.386072501,,,9.4895990443,3.1707385068,,,4.3736593204,26.380064043,,,,,8.32,32.17,8.67,,,9.7205289076,,34.88,,,,101.85735599,,9.92,,,,12.31,24.02,,,,
2006-05-24,3.7711884167000003,,,,8.7585542617,,7.4771845301,,4.566972444,13.112543489,4.5078979721,,2.9590778702,,,,,,,,4.1157795828,,,,,1.6800000000000002,6.5390934876,,,,,2.7294542229000003,,6.7389225291,13.555304721,7.2590562587,6.3429544629,,,75.103812099,,,,,,3.7045240109,18.17,,10.15,11.93131016,,,9.5747839548,3.1600185048,,,4.3136548482,26.083970725,,,,,8.43,31.84,8.67,,,9.6827058381,,34.6,,,,102.01478622,,9.93,,,,12.39,23.41,,,,
2006-05-25,3.8258433212,,,,8.886691458,,7.5381161852,,4.5831961469,13.008357559,4.561563424,,3.0253877384,,,,,,,,4.1932733405,,,,,1.69,6.5996406494,,,,,2.7823799278,,6.8284992088,13.913093207,7.4403763548,6.4066570185,,,76.257238882,,,,,,3.7933034534,18.47,,10.23,12.138020314,,,9.7877462314,3.238631856,,,4.4003279748,26.185752803,,,,,8.46,32.36,8.82,,,9.635427001,,35.23,,,,102.32964667,,10.08,,,,12.58,23.72,,,,
2006-05-26,3.8883060694,,,,9.0977409577,,7.6338659289,,4.5913079989,13.417659426,4.6382283557,,3.0751201395,,,,,,,,4.2363254282,,,,,1.7000000000000002,6.7055981827,,,,,2.8126231881,,6.904294861,14.360328815,7.5341626107,6.4521588439,,,77.64659387,,,,,,3.9062954712,18.89,,10.36,12.162825534,,,9.8303386866,3.2612629722,,,4.5603399011,27.009262344,,,,,8.47,31.47,8.94,,,9.6543385359,,35.89,,,,104.06137915,,10.43,,,,12.92,24.1,,,,
2006-05-29,3.8570746954,,,,9.0449785817,,7.7035021061,,4.5588605923,13.492077949,4.5998958899,,3.0751201395,,,,,,,,4.227715011,,,,,1.71,6.6677562067,,,,,2.8050623732,,6.8905138335,14.571749286,7.5591722792,6.4157573837,,,77.323284848,,,,,,3.865941179,18.76,,10.36,12.286851626,,,9.8558941591,3.2291029647,,,4.5403384103,27.055526925,,,,,8.42,32.51,8.9,,,9.71107314,,35.81,,,,103.7465187,,10.39,,,,12.79,24.5,,,,
2006-05-30,3.7633805733,,,,8.7962416718,,7.5990478403,,4.5020776313,13.276264233,4.5155644652,,3.0751201395,,,,,,,,4.1588316705,,,,,1.71,6.5390934876,,,,,2.759697483,,6.7389225291,13.95375099,7.3403376809,6.3065530027,,,75.715477818,,,,,,3.7690908781,18.3,,10.17,12.03879944,,,9.821820195699999,3.1921785117,,,4.4870011016,26.454087373,,,,,8.33,32.55,8.71,,,9.5786923965,,35.11,,,,101.69992577,,10.3,,,,12.5,24.17,,,,
2006-05-31,3.8414590082,,,,8.9771412444,,7.6947975841,,4.5101894827999995,13.313473497,4.5998958899,,3.0751201395,,,,,,,,4.2449358459,,,,,1.72,6.6677562067,,,,,2.7823799278,,6.8078276674,14.189566131,7.4403763548,6.3702555583,,,76.257238882,,,,,,3.8417286039,18.47,,10.29,11.989189002,,,9.7366352855,3.2160007393,,,4.6070100464,26.740927774,,,,,8.35,33.2,8.77,,,9.5976039314,,35.56,,,,102.64450712,,10.53,,,,12.31,24.93,,,,
2006-06-01,3.8414590082,,,,9.075128511,,7.7557292391,,4.4696302249,13.313473497,4.5922293967000005,,3.0751201395,,,,,,,,4.227715011,,,,,1.71,6.6904613923,,,,,2.7672582978999998,,6.7802656121,13.848040756,7.4903956905,6.3611551932,,,75.907715615,,,,,,3.7852325949,18.43,,10.46,11.980920597,,,9.7962647223,3.2279118534,,,4.6070100464,26.713169026,,,,,8.29,33.74,8.78,,,9.6732500708,,35.42,,,,101.54249554,,10.55,,,,12.3,25.1,,,,
2006-06-02,3.8336511649,,,,9.0148286549,,7.7644337612,,4.5750842955,13.276264233,4.5922293967000005,,3.0751201395,,,,,,,,4.1846629231,,,,,1.77,6.6828929972,,,,,2.7521366678,,6.7527035569,14.474170607,7.4778908562,6.3611551932,,,76.720357212,,,,,,3.7933034534,18.47,,10.46,11.923041753,,,9.8729311408,3.2600718611,,,4.6203443735,26.870468601,,,,,8.44,34.07,8.76,,,9.6070596987,,35.63,,,,104.21880938,,10.55,,,,12.39,24.98,,,,
2006-06-05,3.8024197907,,,,8.9319163509,,7.7644337612,,4.5588605923,13.417659426,4.561563424,,3.0585426725,,,,,,,,4.1932733405,,,,,1.75,6.5920722543,,,,,2.7445758529,,6.7664845845,14.295276364,7.4903956905,6.4066570185,,,76.606762149,,,,,,3.7690908781,18.43,,10.41,11.832089285,,,9.7962647223,3.2755563089,,,4.5870085556,26.851962769,,,,,8.42,33.48,8.68,,,9.5976039314,,35.72,,,,102.32964667,,10.45,,,,12.25,24.63,,,,
2006-06-06,3.6931099816,,,,8.8037791548,,7.5990478403,,4.5183013344,13.157194601,4.5155644652,,3.066831406,,,,,,,,4.150221253,,,,,1.7000000000000002,6.425567559,,,,,2.7370150379,,6.7182509875,13.701672739,7.3715997668,6.2974526375,,,73.129005638,,,,,,3.6480280018,18.12,,10.18,11.410400568,,,9.6173764099,3.2731740865,,,4.5870085556,26.019200312,,,,,8.36,32.36,8.68,,,9.5976039314,,35.32,,,,100.12562351,,10.45,,,,11.98,23.82,,,,
2006-06-07,3.7555727297,,,,9.0072911711,,7.5990478403,,4.4696302249,13.030683114,4.607562383,,3.0751201395,,,,,,,,4.1588316705,,,,,1.72,6.4331359542,,,,,2.820184003,,6.7113604738,13.587830946,7.3778521831,6.2974526375,,,71.661007915,,,,,,3.6964531523,18.43,,10.23,11.542695067,,,9.7195983038,3.2838940886,,,4.6670145187,25.750865742,,,,,8.28,33.24,8.75,,,9.7394404426,,36.03,,,,100.44048396,,10.68,,,,12.16,23.93,,,,
2006-06-08,3.6228393898,,,,8.690716922,,7.4423664415,,4.3966235607,12.666032358,4.5922293967000005,,3.0088102714,,,,,,,,4.0468962424,,,,,1.67,6.2666312589,,,,,2.7823799278,,6.5046450587999995,13.026753547,7.1965320866999996,6.1427464312,,,68.690060142,,,,,,3.6560988603,18.03,,9.78,11.14581157,,,9.5236730094,3.2279118534,,,4.6070100464,24.584998303,,,,,8.15,31.5,8.66,,,9.4841347232,,35.1,,,,96.662158549,,10.6,,,,11.42,22.88,,,,
2006-06-09,3.6774942945999998,,,,8.7057918874,,7.5990478403,,4.4371828186,12.792543844,4.607562383,,3.0253877384,,,,,,,,4.0727274951,,,,,1.71,6.2969048398,,,,,2.8126231881,,6.5459881417,13.327621139,7.2715610928,6.2064489868,,,70.376509906,,,,,,3.6883822941,18.12,,9.98,11.261569256,,,9.5918209374,3.2576896381,,,4.6803488459,24.844079956,,,,,8.21,33.63,8.67,,,9.6165154662,,35.52,,,,97.449309677,,10.72,,,,11.6,22.64,,,,
2006-06-12,3.6540707638,,,,8.6756419594,,7.5642297517,,4.3885117089,12.755334584,4.5538969309,,3.0253877384,,,,,,,,4.0468962424,,,,,1.7000000000000002,6.2514944685,,,,,2.8126231881,,6.5597691694,13.34388425,7.221541756,6.1063449708,,,69.188130796,,,,,,3.6076737098000002,18.08,,9.88,11.14581157,,,9.4129326244,3.2398229672,,,4.6936831733,24.557239555,,,,,8.13,32.93,8.67,,,9.2666520725,,35.88,,,,97.921600354,,10.72,,,,11.25,22.51,,,,
2006-06-13,3.5603766419,,,,8.3289177802,,7.3901393086,,4.2830576383,12.316265308,4.4848984926,,2.9756553372,,,,,,,,3.9521816494,,,,,1.67,6.1379685398,,,,,2.7899407428,,6.3737252959,13.002358875,6.9776974892,5.9789398597000005,,,66.121064125,,,,,,3.4704691168,17.73,,9.49,10.666244009,,,9.1829333658,3.1838407324,,,4.61367721,23.965052919,,,,,7.9,32.18,8.63,,,9.2761078399,,35.18,,,,94.300705172,,10.54,,,,10.76,21.28,,,,
2006-06-14,3.5603766419,,,,8.3364552617,,7.3205031314,,4.2181628256,12.293939751,4.561563424,,2.9673666037,,,,,,,,4.2535462634,,,,,1.69,6.1909473065,,,,,2.7899407428,,6.3461632405,12.758412181,7.0339692422,6.0062409549,,,67.91237087,,,,,,3.4543274,17.77,,9.53,10.889490977,,,9.1488594017,3.1481073908,,,4.6070100464,23.909535422,,,,,7.78,32.69,8.51,,,10.713384486,,35.17,,,,93.198693593,,10.52,,,,10.86,21.0,,,,
2006-06-15,3.6540707638,,,,8.4645924581,,7.4684800079,,4.3885117089,12.889287923,4.5922293967000005,,3.0088102714,,,,,,,,4.3224296037,,,,,1.73,6.2893364447,,,,,2.8126231881,,6.449520948,14.010671886,7.1027458311,6.1336460661,,,71.014389869,,,,,,3.5753902762000003,17.99,,9.98,11.278106068,,,9.3873771518,3.1671651731,,,4.6070100464,25.408507844,,,,,8.14,33.24,8.61,,,10.760663323,,35.52,,,,93.67098427,,10.53,,,,11.05,21.38,,,,
2006-06-16,3.5759923289,,,,8.2686179228,,7.4423664415,,4.3073931931,12.926497184,4.6228953694,,3.0088102714,,,,,,,,4.2363254282,,,,,1.75,6.2590628637,,,,,2.820184003,,6.5046450587999995,13.319489581,7.1527651686,6.0608431454,,,70.498843049,,,,,,3.5188942674,17.82,,9.99,11.261569256,,,9.2425628036,3.143342945,,,4.5603399011,25.14942619,,,,,7.95,33.87,8.59,,,10.798486393,,35.57,,,,94.458135398,,10.39,,,,11.03,20.97,,,,
2006-06-19,3.6540707638,,,,8.47212994,,7.5990478403,,4.3722880057,13.127427192,4.6305618625000005,,3.066831406,,,,,,,,4.3224296037,,,,,1.76,6.2439260732,,,,,2.8277448181000002,,6.5322071142,14.00254033,7.1590175851,6.1063449708,,,72.552292247,,,,,,3.5592485594000003,17.99,,10.26,11.476547818,,,9.4129326244,3.1338140541,,,4.5736742283,25.621324916,,,,,8.09,34.48,8.61,,,10.722840254,,35.17,,,,96.032437646,,10.5,,,,11.08,21.82,,,,
2006-06-20,3.6931099816,,,,8.5324297973,,7.5990478403,,4.3885117089,13.239054975,4.6305618625000005,,3.0585426725,,,,,,,,4.2793775159,,,,,1.74,6.236357678,,,,,2.8806705231,,6.6148932799,13.888698539,7.2027845048,6.1882482566,,,72.954244004,,,,,,3.5188942674,18.08,,10.3,11.435205787,,,9.2595997858,3.1278584971,,,4.6003428828,26.139488222,,,,,8.14,35.13,8.72,,,10.760663323,,35.17,,,,95.87500742,,10.6,,,,11.0,22.11,,,,
2006-06-21,3.6931099816,,,,8.6454920295,,7.6164568846,,4.3803998574000005,13.306031643,4.6535613419,,3.066831406,,,,,,,,4.3482608562,,,,,1.75,6.3120416303,,,,,2.8957921534,,6.5942217386,14.181434573,7.1402603339,6.2064489868,,,72.683363472,,,,,,3.5027525503,18.03,,10.26,11.468279412,,,9.2681182763,3.1445340563,,,4.6403458645,25.723106994,,,,,8.11,34.92,8.78,,,10.647194114,,35.21,,,,95.560146969,,10.64,,,,10.95,22.27,,,,
2006-06-22,3.7399570425,,,,8.6831794402,,7.6947975841,,4.4371828186,13.439984983,4.7072267941,,3.0751201395,,,,,,,,4.374092109,,,,,1.75,6.4028623732,,,,,2.9184745984,,6.6906889322000005,14.360328815,7.2152893384,6.2064489868,,,73.627076294,,,,,,3.5350359840000003,18.17,,10.32,11.815552472,,,9.4470065886,3.1600185048,,,4.6670145187,26.12098239,,,,,8.23,34.92,8.7,,,10.656649882,,35.61,,,,95.402716743,,10.72,,,,11.04,22.19,,,,
2006-06-23,3.7868041036999998,,,,8.6831794402,,7.7644337612,,4.3885117089,13.529287207,4.7302262734,,3.066831406,,,,,,,,4.3568712739,,,,,1.73,6.3801571876,,,,,2.9335962286,,6.6837984184,14.636801738,7.3153280116,6.2610511773,,,73.08531523,,,,,,3.5188942674,18.17,,10.37,11.790747254,,,9.4384880981,3.1540629477,,,4.647013028,26.065464893,,,,,8.14,34.92,8.77,,,10.685017184,,35.49,,,,94.772995841,,10.63,,,,11.06,22.03,,,,
2006-06-26,3.7555727297,,,,8.6379545476,,7.7905473277,,4.4371828186,13.60370573,4.7148932871,,3.0751201395,,,,,,,,4.4515858669,,,,,1.76,6.3574520018000005,,,,,2.9184745984,,6.7527035569,14.588012398,7.3653473492,6.2064489868,,,73.225124537,,,,,,3.5188942674,17.9,,10.34,11.724600004,,,9.4129326244,3.1564451705,,,4.6270115371,26.31529363,,,,,8.22,37.41,8.75,,,10.713384486,,35.67,,,,95.245286518,,10.57,,,,11.03,22.14,,,,
2006-06-27,3.716533512,,,,8.6831794402,,7.8253654163,,4.4128472638,13.60370573,4.6688943282,,3.0585426725,,,,,,,,4.4515858669,,,,,1.71,6.3120416303,,,,,2.9033529683,,6.7664845845,14.474170607,7.4216191033,6.1518467962,,,72.683363472,,,,,,3.4785399751,18.03,,10.23,11.641915942,,,9.3873771518,3.1743118411,,,4.6070100464,26.019200312,,,,,8.18,36.73,8.68,,,10.533724905,,35.58,,,,94.772995841,,10.54,,,,10.98,21.91,,,,
2006-06-28,3.716533512,,,,8.6530295121,,7.7818428056,,4.4371828186,13.447426835,4.6688943282,,3.0751201395,,,,,,,,4.4171441967,,,,,1.73,6.334746816,,,,,2.8957921534,,6.7182509875,14.56361773,7.3966094346,6.1063449708,,,71.79207914,,,,,,3.4785399751,17.86,,10.21,11.889968128,,,9.3277477149,3.1445340563,,,4.5736742283,25.945176982,,,,,8.21,36.93,8.63,,,10.486446068,,35.12,,,,95.245286518,,10.48,,,,10.98,21.99,,,,
2006-06-29,3.8102276344,,,,8.9846787263,,7.868888027,,4.4777420764,13.700449809,4.7302262734,,3.0751201395,,,,,,,,4.520469207,,,,,1.75,6.4709779305,,,,,2.9411570437,,6.7940466397,14.750643529,7.5591722792,6.2701515423,,,73.015410576,,,,,,3.5431068426,18.47,,10.28,12.262046408,,,9.4640435707,3.1588273932,,,4.6403458645,26.250523216,,,,,8.3,37.35,8.68,,,10.505357603,,35.75,,,,95.402716743,,10.69,,,,11.14,21.87,,,,
2006-06-30,3.8726903824,,,,9.0902034758,,7.9733422929,,4.5913079989,13.98324019,4.7762252323,,3.0834088731,,,,,,,,4.5376900424,,,,,1.79,6.6223458353,,,,,3.0092043787,,6.8422802366,15.116563573,7.6654633702,6.2610511773,,,74.352337074,,,,,,3.6722405773,18.85,,10.37,12.45221975,,,9.7025613212,3.2148096282,,,4.6870160094,26.518857786,,,,,8.5,37.41,8.71,,,10.401344162000001,,36.11,,,,98.236460805,,10.77,,,,11.4,22.49,,,,
2006-07-03,3.8883060694,,,,9.158040814,,8.0516829923,,4.5750842955,14.124635381,4.8222241912,,3.1248525408,,,,,,,,4.5463004598,,,,,1.81,6.7055981827,,,,,2.9940827487,,6.9180758888,15.352378712,7.7905117107,6.4339581139,,,74.998955119,,,,,,3.6722405773,18.98,,10.56,12.741613967,,,10.009226998,3.252325508,,,4.7070175004,27.000009428,,,,,8.44,36.54,8.76,,,10.439167231,,36.4,,26.62,,99.495902611,,10.8,,,,11.45,22.74,,,,
2006-07-04,3.8961139129,,,,9.1957282262,,8.0516829923,,4.607531702,14.273472424,4.7992247117,,3.1414300078,,,,,,,,4.5290796246,,,,,1.81,6.8191241115,,,,,2.9789611186,,6.8905138335,15.441825833,7.7842592946,6.3611551932,,,75.497025776,,,,,,3.6964531523,19.03,,10.67,12.667198312,,,9.8729311408,3.2632312191,,,4.7003503367,27.027768176,,,,,8.52,35.89,8.87,,,10.439167231,,36.62,,26.45,,98.551321257,,10.79,,,,11.55,22.77,,,,
2006-07-05,3.8726903824,,,,9.1655782959,,7.9907513372,,4.607531702,14.303239833,4.7225597803,,3.1828736754,,,,,,,,4.4257546142,,,,,1.79,6.7510085543,,,,,2.9562786735,,6.8560612643,15.628851634,7.6842206207,6.3975566534,,,74.90283622,,,,,,3.6641697188,18.94,,10.66,12.782955999,,,9.8303386866,3.2911013707,,,4.6803488459,27.009262344,,,,,8.52,34.44,8.85,,,10.420255697,,36.75,,26.44,,98.393891031,,10.78,,,,11.32,22.7,,,,
2006-07-06,3.9117295999,,,,9.2484906001,,7.9994558594,,4.6643146628,14.399983911,4.7915582188,,3.1662962083,,,,,,,,4.4601962844,,,,,1.79,6.8418292972,,,,,2.9940827487,,6.9318569165,15.905324556,7.8342786315,6.4248577488,,,75.435859204,,,,,,3.7045240109,19.03,,10.65,12.551440625,,,9.8899681234,3.3165480308,,,4.7270189913,27.185067751,,,,,8.62,35.33,8.88,,,10.439167231,,36.88,,26.67,,98.551321257,,10.88,,,,11.29,23.5,,,,
2006-07-07,3.9273452869,,,,9.1957282262,,8.0516829923,,4.5913079989,14.437193171,4.7455592598,,3.1414300078,,,,,,,,4.3999233617,,,,,1.78,6.9477868305,,,,,3.0016435637,,6.9249664026,15.775219652,7.8405310482,6.3611551932,,,74.69312226,,,,,,3.6803114358,19.03,,10.59,12.493561782,,,9.8303386866,3.3056423192,,,4.7203518275,26.925986098,,,,,8.48,,8.83,,,10.571547975,,36.84,,27.1,,97.449309677,,10.85,,,,11.16,23.85,,,,
2006-07-10,3.9351531304,,,,9.1655782959,,8.0081603816,,4.5913079989,14.444635022,4.7762252323,,3.1497187412,,,,,,,,4.4343650316,,,,,1.79,6.9553552258,,,,,3.0092043787,,6.9180758888,16.165534365,7.8655407169,6.3611551932,,,74.203789685,,,,,,3.6803114358,19.2,,10.63,12.71680875,,,9.8899681234,3.3141245394,,,4.7336861548,27.185067751,,,,,8.49,,8.92,,,10.647194114,,36.84,,27.07,,97.134449226,,10.89,,,,11.11,23.68,,,,
2006-07-11,3.8961139129,,,,9.0223661359,,7.9472287265,,4.5020776313,14.370216501,4.7302262734,,3.1331412743,,,,,,,,4.4257546142,,,,,1.74,6.9175132496,,,,,2.9789611186,,6.9180758888,15.742693427,7.8155213795,6.2792519074,,,73.522219314,,,,,,3.6238154267000002,18.98,,10.54,12.45221975,,,9.7792277406,3.3092775565,,,4.6736816825,26.851962769,,,,,8.33,,8.87,,,10.543180673,,36.57,,27.0,,95.717577195,,10.74,,,,10.86,23.45,,,,
2006-07-12,3.8883060694,,,,9.0148286549,,8.0777965587,,4.5507487405,14.437193171,4.7302262734,,3.1414300078,,,,,,,,4.520469207,,,,,1.78,6.8418292972,,,,,2.9789611186,,6.9249664026,15.718298756,7.8342786315,6.2792519074,,,72.228983224,,,,,,3.6238154267000002,18.98,,10.5,12.526635406,,,9.8473756683,3.3395711998,,,4.6870160094,27.083285673,,,,,8.41,,8.91,,,10.458078766,,36.36,,27.27,,97.134449226,,10.76,,,,10.73,23.6,,,,
2006-07-13,3.8258433212,,,,8.8942289392,,7.8950015936,,4.5507487405,14.266030571,4.6688943282,,3.0751201395,,,,,,,,4.5118587895,,,,,1.72,6.7207349733,,,,,2.9411570437,,6.904294861,16.108613469,7.7029778719,6.242850447,,,70.935747134,,,,,,3.5511777010000003,18.71,,10.17,12.377804095,,,9.6514503742,3.3274537425,,,4.6270115371,26.583628199,,,,,8.41,,8.91,,,10.401344162000001,,35.96,,27.0,,93.985844721,,10.64,,,,10.35,23.06,,,,
2006-07-14,3.7711884167000003,,,,8.8113166371,,7.9472287265,,4.4452946701,14.035333154,4.5768964105,,3.0419652054,,,,,,,,4.4774171193,,,,,1.7000000000000002,6.6223458353,,,,,2.9184745984,,6.8698422919,16.141139695,7.6842206207,6.1609471613,,,69.231821206,,,,,,3.4946816921,18.47,,10.09,12.171093939,,,9.5236730094,3.3529004027,,,4.5936757191,25.871153653,,,,,8.25,,8.86,,,10.278419185,,35.66,,26.35,,93.828414495,,10.54,,,,10.11,22.43,,,,
2006-07-17,3.7711884167000003,,,,8.8188541191,,7.860183505,,4.3885117089,13.864170556,4.5922293967000005,,3.0253877384,,,,,,,,4.4688067019,,,,,1.65,6.5617986734,,,,,2.9184745984,,6.8078276674,16.222455261,7.6279488663,6.0335420502,,,68.253156057,,,,,,3.4785399751,18.25,,9.95,11.815552472,,,9.4214511159,3.3516886567,,,4.5736742283,25.53804867,,,,,8.13,,8.9,,,10.231140348,,35.57,,25.5,,91.939251787,,10.52,,,,9.78,21.75,,,,
2006-07-18,3.7555727297,,,,8.9319163509,,7.7992518499,,4.3560643026,13.797193885,4.6305618625000005,,3.0088102714,,,,,,,,4.4601962844,,,,,1.65,6.5466618828000005,,,,,2.9184745984,,6.8284992088,16.035429459,7.5779295301000005,6.0426424152,,,68.62889357,,,,,,3.4623982584,18.25,,9.99,11.832089285,,,9.310710732,3.3783470624,,,4.5736742283,25.676842413,,,,,8.07,,8.93,,,10.325698022,,35.94,,25.55,,90.364949531,,10.5,,,,9.69,21.5,,,,
2006-07-19,3.8648825389,,,,9.0449785817,,8.0603875145,,4.5101894827999995,14.236263163,4.7072267941,,3.0585426725,,,,,,,,4.5549108772,,,,,1.7000000000000002,6.7055981827,,,,,2.9487178584000002,,6.9111853749000005,16.133008138,7.6842206207,6.1973486217,,,69.799796514,,,,,,3.6076737098000002,18.67,,10.43,12.228972783,,,9.4470065886,3.3989467396,,,4.6803488459,27.009262344,,,,,8.35,,9.02,,,10.628282579,,36.24,,26.28,,93.041263367,,10.8,,,,10.07,23.02,,,,
2006-07-20,3.8492668519,,,,9.0902034758,,8.1909553468,,4.4939657797,14.496727989,4.6688943282,,3.066831406,,,,,,,,4.5893525472,,,,,1.7000000000000002,6.7207349733,,,,,2.9789611186,,6.9180758888,16.133008138,7.671715787,6.1700475264,,,70.402724151,,,,,,3.6560988603,18.71,,10.39,12.212435971,,,9.4895990443,3.4268168912,,,4.6936831733,26.898227349,,,,,8.32,,9.01,,,10.694472951,,36.32,,26.66,,94.300705172,,10.83,,,,10.2,24.01,,,,
2006-07-21,3.8492668519,,,,9.0148286549,,8.1996598689,,4.4047354122,14.266030571,4.5922293967000005,,3.0585426725,,,,,,,,4.5721317121,,,,,1.6400000000000001,6.7131665782,,,,,2.9411570437,,6.8836233196,16.222455261,7.6091916164,6.0335420502,,,69.607558718,,,,,,3.6803114358,18.47,,10.2,12.013994222000001,,,9.3447846971,3.3831940457,,,4.6336787006,26.389316959,,,,,8.17,,8.97,,,10.893044067,,36.02,,24.9,,93.041263367,,10.23,,,,10.17,23.93,,,,
2006-07-24,3.9039217565,,,,9.158040814,,8.373750312,,4.5913079989,14.645565033,4.7072267941,,3.1165638073,,,,,,,,4.7185088104,,,,,1.6600000000000001,6.8569660878,,,,,3.0167651937,,6.9663094855,16.515191294,7.6967254551,6.2064489868,,,71.206627666,,,,,,3.7206657276,18.89,,10.52,12.361267283,,,9.3958956424,3.4389343487,,,4.6870160094,27.286849829,,,,,8.49,,9.11,,,10.959234439,,36.55,,24.65,,96.977019,,10.32,,,,10.73,24.5,,,,
2006-07-25,3.9117295999,,,,9.286178012,,8.5217271887,,4.6399791081,14.734867259,4.6995603008,,3.1165638073,,,,,,,,4.7012879753,,,,,1.69,6.8493976924,1.211939009,,,,3.0470084537,,6.9663094855,16.986821574,7.8030165457,6.2155493518,,,71.014389869,,,,,,3.7529491615,18.98,,10.79,12.386072501,,,9.6514503742,3.4171229256,,,4.7270189913,27.185067751,,,,,8.59,,9.1,,,10.930867136,,36.55,,25.0,,95.245286518,,10.48,,,,10.86,23.86,,,,
